nom_schema;nom_table;nom_variable_actuel;type_actuel;type_final;new_nom_variable
intermediate;int_shot_placement;placement_row;VARCHAR;VARCHAR;str_placement_row
intermediate;int_shot_placement;placement_zone;VARCHAR;VARCHAR;str_placement_zone
intermediate;int_shot_placement;corner_dist;DOUBLE;DOUBLE;dec_corner_dist
intermediate;int_substitutions;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_substitutions;off_row_num;INTEGER;INTEGER;int_off_row_num
intermediate;int_substitutions;season;VARCHAR;VARCHAR;str_season
intermediate;int_substitutions;league_source;VARCHAR;VARCHAR;str_league_source
intermediate;int_substitutions;scraped_at;VARCHAR;TIMESTAMP;dt_scraped_at
intermediate;int_substitutions;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_substitutions;expanded_minute;INTEGER;INTEGER;int_expanded_minute
intermediate;int_substitutions;player_off;INTEGER;INTEGER;int_player_off
intermediate;int_substitutions;player_on;INTEGER;INTEGER;int_player_on
intermediate;int_substitutions;sub_number;BIGINT;BIGINT;int_sub_number
intermediate;int_understat_schedule;str_match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_understat_schedule;str_team_id;VARCHAR;VARCHAR;str_team_id
intermediate;int_understat_schedule;str_opponent_id;VARCHAR;VARCHAR;str_opponent_id
intermediate;int_understat_schedule;str_league_source;VARCHAR;VARCHAR;str_league_source
intermediate;int_understat_schedule;str_us_match_id;VARCHAR;VARCHAR;str_us_match_id
intermediate;int_understat_schedule;int_home_goals;INTEGER;INTEGER;int_home_goals
intermediate;int_understat_schedule;int_away_goals;INTEGER;INTEGER;int_away_goals
intermediate;int_understat_schedule;dec_home_xg;DOUBLE;DOUBLE;dec_home_xg
intermediate;int_understat_schedule;dec_away_xg;DOUBLE;DOUBLE;dec_away_xg
intermediate;int_understat_schedule;bool_is_result;BOOLEAN;BOOLEAN;bool_is_result
intermediate;int_understat_schedule;str_match_url;VARCHAR;VARCHAR;str_match_url
intermediate;int_understat_schedule;str_season;VARCHAR;VARCHAR;str_season
intermediate;int_understat_schedule;str_source;VARCHAR;VARCHAR;str_source
intermediate;int_understat_schedule;dt_scraped_at;TIMESTAMP;TIMESTAMP;dt_scraped_at
intermediate;int_understat_schedule;str_comp_category;VARCHAR;VARCHAR;str_comp_category
intermediate;int_understat_stats;str_match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_understat_stats;str_us_match_id;VARCHAR;VARCHAR;str_us_match_id
intermediate;int_understat_stats;dec_home_xpts;DOUBLE;DOUBLE;dec_home_xpts
intermediate;int_understat_stats;dec_away_xpts;DOUBLE;DOUBLE;dec_away_xpts
intermediate;int_understat_stats;dec_home_np_xg;DOUBLE;DOUBLE;dec_home_np_xg
intermediate;int_understat_stats;dec_away_np_xg;DOUBLE;DOUBLE;dec_away_np_xg
intermediate;int_understat_stats;dec_home_np_xg_diff;DOUBLE;DOUBLE;dec_home_np_xg_diff
intermediate;int_understat_stats;dec_away_np_xg_diff;DOUBLE;DOUBLE;dec_away_np_xg_diff
intermediate;int_understat_stats;dec_home_ppda;DOUBLE;DOUBLE;dec_home_ppda
intermediate;int_understat_stats;dec_away_ppda;DOUBLE;DOUBLE;dec_away_ppda
intermediate;int_understat_stats;int_home_deep;INTEGER;INTEGER;int_home_deep
intermediate;int_understat_stats;int_away_deep;INTEGER;INTEGER;int_away_deep
intermediate;int_understat_stats;str_season;VARCHAR;VARCHAR;str_season
intermediate;int_understat_stats;str_league_source;VARCHAR;VARCHAR;str_league_source
intermediate;int_understat_stats;str_source;VARCHAR;VARCHAR;str_source
intermediate;int_understat_stats;dt_scraped_at;TIMESTAMP;TIMESTAMP;dt_scraped_at
intermediate;int_understat_stats;str_comp_category;VARCHAR;VARCHAR;str_comp_category
intermediate;int_whoscored_events;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_events;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_events;event_id;INTEGER;VARCHAR;str_event_id
intermediate;int_whoscored_events;league_source;VARCHAR;VARCHAR;str_league_source
intermediate;int_whoscored_events;season;VARCHAR;VARCHAR;str_season
intermediate;int_whoscored_events;minute;INTEGER;INTEGER;int_minute
intermediate;int_whoscored_events;second;INTEGER;INTEGER;int_second
intermediate;int_whoscored_events;expanded_minute;INTEGER;INTEGER;int_expanded_minute
intermediate;int_whoscored_events;period;INTEGER;INTEGER;int_period
intermediate;int_whoscored_events;player_id;INTEGER;VARCHAR;str_player_id
intermediate;int_whoscored_events;x;DOUBLE;DOUBLE;dec_x
intermediate;int_whoscored_events;y;DOUBLE;DOUBLE;dec_y
intermediate;int_whoscored_events;end_x;DOUBLE;DOUBLE;dec_end_x
intermediate;int_whoscored_events;end_y;DOUBLE;DOUBLE;dec_end_y
intermediate;int_whoscored_events;type_id;INTEGER;VARCHAR;str_type_id
intermediate;int_whoscored_events;type_name;VARCHAR;VARCHAR;str_type_name
intermediate;int_whoscored_events;outcome_id;INTEGER;VARCHAR;str_outcome_id
intermediate;int_whoscored_events;outcome_name;VARCHAR;VARCHAR;str_outcome_name
intermediate;int_whoscored_events;is_touch;BOOLEAN;BOOLEAN;bool_is_touch
intermediate;int_whoscored_events;is_shot;BOOLEAN;BOOLEAN;bool_is_shot
intermediate;int_whoscored_events;qualifiers_json;VARCHAR;VARCHAR;str_qualifiers_json
intermediate;int_whoscored_events;scraped_at;VARCHAR;TIMESTAMP;dt_scraped_at
intermediate;int_whoscored_events;row_num;INTEGER;INTEGER;int_row_num
intermediate;int_whoscored_events;is_goal;BOOLEAN;BOOLEAN;bool_is_goal
intermediate;int_whoscored_events;is_own_goal;BOOLEAN;BOOLEAN;bool_is_own_goal
intermediate;int_whoscored_events;related_event_id;INTEGER;VARCHAR;str_related_event_id
intermediate;int_whoscored_events;related_player_id;INTEGER;VARCHAR;str_related_player_id
intermediate;int_whoscored_events;card_type;VARCHAR;VARCHAR;str_card_type
intermediate;int_whoscored_events;goal_mouth_y;DOUBLE;DOUBLE;dec_goal_mouth_y
intermediate;int_whoscored_events;goal_mouth_z;DOUBLE;DOUBLE;dec_goal_mouth_z
intermediate;int_whoscored_events;blocked_x;DOUBLE;DOUBLE;dec_blocked_x
intermediate;int_whoscored_events;blocked_y;DOUBLE;DOUBLE;dec_blocked_y
intermediate;int_whoscored_formations;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_formations;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_formations;end_minute;INTEGER;INTEGER;int_end_minute
intermediate;int_whoscored_formations;formation_seq;INTEGER;INTEGER;int_formation_seq
intermediate;int_whoscored_formations;formation_id;INTEGER;VARCHAR;str_formation_id
intermediate;int_whoscored_formations;period;INTEGER;INTEGER;int_period
intermediate;int_whoscored_formations;start_minute;INTEGER;INTEGER;int_start_minute
intermediate;int_whoscored_formations;start_minute_reg;INTEGER;INTEGER;int_start_minute_reg
intermediate;int_whoscored_formations;end_minute_reg;INTEGER;INTEGER;int_end_minute_reg
intermediate;int_whoscored_formations;captain_player_id;INTEGER;VARCHAR;str_captain_player_id
intermediate;int_whoscored_formations;player_ids;VARCHAR;VARCHAR;str_player_ids
intermediate;int_whoscored_formations;formation_slots;VARCHAR;VARCHAR;str_formation_slots
intermediate;int_whoscored_formations;formation_positions;VARCHAR;VARCHAR;str_formation_positions
intermediate;int_whoscored_lineup;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_lineup;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_lineup;formation_seq;INTEGER;INTEGER;int_formation_seq
intermediate;int_whoscored_lineup;formation_id;INTEGER;VARCHAR;str_formation_id
intermediate;int_whoscored_lineup;period;INTEGER;INTEGER;int_period
intermediate;int_whoscored_lineup;start_minute;INTEGER;INTEGER;int_start_minute
intermediate;int_whoscored_lineup;end_minute;INTEGER;INTEGER;int_end_minute
intermediate;int_whoscored_lineup;player_id;BIGINT;VARCHAR;str_player_id
intermediate;int_whoscored_lineup;slot;INTEGER;INTEGER;int_slot
intermediate;int_whoscored_lineup;grid_vertical;DOUBLE;DOUBLE;dec_grid_vertical
intermediate;int_whoscored_lineup;grid_horizontal;DOUBLE;DOUBLE;dec_grid_horizontal
intermediate;int_whoscored_lineup;is_captain;BOOLEAN;BOOLEAN;bool_is_captain
intermediate;int_whoscored_lineup_agg;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_lineup_agg;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_lineup_agg;player_id;BIGINT;VARCHAR;str_player_id
intermediate;int_whoscored_lineup_agg;avg_vertical;DOUBLE;DOUBLE;dec_avg_vertical
intermediate;int_whoscored_lineup_agg;avg_horizontal;DOUBLE;DOUBLE;dec_avg_horizontal
intermediate;int_whoscored_lineup_agg;primary_slot;INTEGER;INTEGER;int_primary_slot
intermediate;int_whoscored_lineup_agg;is_captain;BOOLEAN;BOOLEAN;bool_is_captain
intermediate;int_whoscored_lineup_agg;n_formation_periods;BIGINT;BIGINT;int_n_formation_periods
intermediate;int_whoscored_match_index;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_match_index;ws_match_id;VARCHAR;VARCHAR;str_ws_match_id
intermediate;int_whoscored_match_index;match_date;DATE;DATE;dt_match_date
intermediate;int_whoscored_match_index;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_match_index;opponent_id;BIGINT;VARCHAR;str_opponent_id
intermediate;int_whoscored_match_index;ws_home_team_id;INTEGER;VARCHAR;str_ws_home_team_id
intermediate;int_whoscored_match_index;ws_away_team_id;INTEGER;VARCHAR;str_ws_away_team_id
intermediate;int_whoscored_match_index;league_source;VARCHAR;VARCHAR;str_league_source
intermediate;int_whoscored_match_index;season;VARCHAR;VARCHAR;str_season
intermediate;int_whoscored_match_index;scraped_at;VARCHAR;TIMESTAMP;dt_scraped_at
intermediate;int_whoscored_match_index;comp_category;VARCHAR;VARCHAR;str_comp_category
intermediate;int_whoscored_player_match;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_player_match;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_player_match;player_id;INTEGER;VARCHAR;str_player_id
intermediate;int_whoscored_player_match;shirt_no;INTEGER;INTEGER;int_shirt_no
intermediate;int_whoscored_player_match;position;VARCHAR;VARCHAR;str_position
intermediate;int_whoscored_player_match;is_first_eleven;BOOLEAN;BOOLEAN;bool_is_first_eleven
intermediate;int_whoscored_player_match;is_man_of_the_match;BOOLEAN;BOOLEAN;bool_is_man_of_the_match
intermediate;int_whoscored_player_match;height;INTEGER;INTEGER;int_height
intermediate;int_whoscored_player_match;weight;INTEGER;INTEGER;int_weight
intermediate;int_whoscored_player_match;age;INTEGER;INTEGER;int_age
intermediate;int_whoscored_player_match;rating;DOUBLE;DOUBLE;dec_rating
intermediate;int_whoscored_player_match;stats_json;VARCHAR;VARCHAR;str_stats_json
intermediate;int_whoscored_player_match;touches;DOUBLE;INTEGER;int_touches
intermediate;int_whoscored_player_match;possession;DOUBLE;INTEGER;int_possession
intermediate;int_whoscored_player_match;passes_total;DOUBLE;INTEGER;int_passes_total
intermediate;int_whoscored_player_match;passes_accurate;DOUBLE;INTEGER;int_passes_accurate
intermediate;int_whoscored_player_match;passes_key;DOUBLE;INTEGER;int_passes_key
intermediate;int_whoscored_player_match;shots_total;DOUBLE;INTEGER;int_shots_total
intermediate;int_whoscored_player_match;shots_on_target;DOUBLE;INTEGER;int_shots_on_target
intermediate;int_whoscored_player_match;shots_off_target;DOUBLE;INTEGER;int_shots_off_target
intermediate;int_whoscored_player_match;shots_blocked;DOUBLE;INTEGER;int_shots_blocked
intermediate;int_whoscored_player_match;shots_on_post;DOUBLE;INTEGER;int_shots_on_post
intermediate;int_whoscored_player_match;dribbles_attempted;DOUBLE;INTEGER;int_dribbles_attempted
intermediate;int_whoscored_player_match;dribbles_won;DOUBLE;INTEGER;int_dribbles_won
intermediate;int_whoscored_player_match;dribbles_lost;DOUBLE;INTEGER;int_dribbles_lost
intermediate;int_whoscored_player_match;dribbled_past;DOUBLE;INTEGER;int_dribbled_past
intermediate;int_whoscored_player_match;dispossessed;DOUBLE;INTEGER;int_dispossessed
intermediate;int_whoscored_player_match;tackles_total;DOUBLE;INTEGER;int_tackles_total
intermediate;int_whoscored_player_match;tackle_successful;DOUBLE;INTEGER;int_tackle_successful
intermediate;int_whoscored_player_match;tackle_unsuccesful;DOUBLE;INTEGER;int_tackle_unsuccesful
intermediate;int_whoscored_player_match;interceptions;DOUBLE;INTEGER;int_interceptions
intermediate;int_whoscored_player_match;clearances;DOUBLE;INTEGER;int_clearances
intermediate;int_whoscored_player_match;aerials_total;DOUBLE;INTEGER;int_aerials_total
intermediate;int_whoscored_player_match;aerials_won;DOUBLE;INTEGER;int_aerials_won
intermediate;int_whoscored_player_match;offensive_aerials;DOUBLE;INTEGER;int_offensive_aerials
intermediate;int_whoscored_player_match;defensive_aerials;DOUBLE;INTEGER;int_defensive_aerials
intermediate;int_whoscored_player_match;fouls_commited;DOUBLE;INTEGER;int_fouls_commited
intermediate;int_whoscored_player_match;offsides_caught;DOUBLE;INTEGER;int_offsides_caught
intermediate;int_whoscored_player_match;errors;DOUBLE;INTEGER;int_errors
intermediate;int_whoscored_player_match;corners_total;DOUBLE;INTEGER;int_corners_total
intermediate;int_whoscored_player_match;corners_accurate;DOUBLE;INTEGER;int_corners_accurate
intermediate;int_whoscored_player_match;throw_ins_total;DOUBLE;INTEGER;int_throw_ins_total
intermediate;int_whoscored_player_match;throw_ins_accurate;DOUBLE;INTEGER;int_throw_ins_accurate
intermediate;int_whoscored_player_match;total_saves;DOUBLE;INTEGER;int_total_saves
intermediate;int_whoscored_player_match;parried_safe;DOUBLE;INTEGER;int_parried_safe
intermediate;int_whoscored_player_match;parried_danger;DOUBLE;INTEGER;int_parried_danger
intermediate;int_whoscored_player_match;claims_high;DOUBLE;INTEGER;int_claims_high
intermediate;int_whoscored_player_match;collected;DOUBLE;INTEGER;int_collected
intermediate;int_whoscored_players;player_id;INTEGER;VARCHAR;str_player_id
intermediate;int_whoscored_players;season;VARCHAR;VARCHAR;str_season
intermediate;int_whoscored_players;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_players;player_name;VARCHAR;VARCHAR;str_player_name
intermediate;int_whoscored_players;height;INTEGER;INTEGER;int_height
intermediate;int_whoscored_players;weight;INTEGER;INTEGER;int_weight
intermediate;int_whoscored_players;n_matchs;BIGINT;BIGINT;int_n_matchs
intermediate;int_whoscored_qualifiers;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_qualifiers;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_qualifiers;player_id;INTEGER;VARCHAR;str_player_id
intermediate;int_whoscored_qualifiers;event_id;INTEGER;VARCHAR;str_event_id
intermediate;int_whoscored_qualifiers;row_num;INTEGER;INTEGER;int_row_num
intermediate;int_whoscored_qualifiers;season;VARCHAR;VARCHAR;str_season
intermediate;int_whoscored_qualifiers;qual_type_id;INTEGER;VARCHAR;str_qual_type_id
intermediate;int_whoscored_qualifiers;qual_type_name;VARCHAR;VARCHAR;str_qual_type_name
intermediate;int_whoscored_qualifiers;qual_value;VARCHAR;VARCHAR;str_qual_value
intermediate;int_whoscored_team_match;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_team_match;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_team_match;field;VARCHAR;VARCHAR;str_field
intermediate;int_whoscored_team_match;manager_name;VARCHAR;VARCHAR;str_manager_name
intermediate;int_whoscored_team_match;country_name;VARCHAR;VARCHAR;str_country_name
intermediate;int_whoscored_team_match;average_age;DOUBLE;DOUBLE;dec_average_age
intermediate;int_whoscored_team_match;stats_json;VARCHAR;VARCHAR;str_stats_json
intermediate;int_whoscored_team_match_agg;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_team_match_agg;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_team_match_agg;shots_total;DOUBLE;DOUBLE;dec_shots_total
intermediate;int_whoscored_team_match_agg;shots_on_target;DOUBLE;DOUBLE;dec_shots_on_target
intermediate;int_whoscored_team_match_agg;shots_off_target;DOUBLE;DOUBLE;dec_shots_off_target
intermediate;int_whoscored_team_match_agg;shots_blocked;DOUBLE;DOUBLE;dec_shots_blocked
intermediate;int_whoscored_team_match_agg;clearances;DOUBLE;DOUBLE;dec_clearances
intermediate;int_whoscored_team_match_agg;interceptions;DOUBLE;DOUBLE;dec_interceptions
intermediate;int_whoscored_team_match_agg;possession;DOUBLE;DOUBLE;dec_possession
intermediate;int_whoscored_team_match_agg;touches;DOUBLE;DOUBLE;dec_touches
intermediate;int_whoscored_team_match_agg;passes_total;DOUBLE;DOUBLE;dec_passes_total
intermediate;int_whoscored_team_match_agg;passes_accurate;DOUBLE;DOUBLE;dec_passes_accurate
intermediate;int_whoscored_team_match_agg;passes_key;DOUBLE;DOUBLE;dec_passes_key
intermediate;int_whoscored_team_match_agg;aerials_total;DOUBLE;DOUBLE;dec_aerials_total
intermediate;int_whoscored_team_match_agg;aerials_won;DOUBLE;DOUBLE;dec_aerials_won
intermediate;int_whoscored_team_match_agg;corners_total;DOUBLE;DOUBLE;dec_corners_total
intermediate;int_whoscored_team_match_agg;corners_accurate;DOUBLE;DOUBLE;dec_corners_accurate
intermediate;int_whoscored_team_match_agg;throw_ins_total;DOUBLE;DOUBLE;dec_throw_ins_total
intermediate;int_whoscored_team_match_agg;throw_ins_accurate;DOUBLE;DOUBLE;dec_throw_ins_accurate
intermediate;int_whoscored_team_match_agg;offsides_caught;DOUBLE;DOUBLE;dec_offsides_caught
intermediate;int_whoscored_team_match_agg;fouls_committed;DOUBLE;DOUBLE;dec_fouls_committed
intermediate;int_whoscored_team_match_agg;tackles_total;DOUBLE;DOUBLE;dec_tackles_total
intermediate;int_whoscored_team_match_agg;tackles_successful;DOUBLE;DOUBLE;dec_tackles_successful
intermediate;int_whoscored_team_match_agg;tackles_unsuccessful;DOUBLE;DOUBLE;dec_tackles_unsuccessful
intermediate;int_whoscored_team_match_agg;dribbled_past;DOUBLE;DOUBLE;dec_dribbled_past
intermediate;int_whoscored_team_match_agg;dribbles_won;DOUBLE;DOUBLE;dec_dribbles_won
intermediate;int_whoscored_team_match_agg;dribbles_attempted;DOUBLE;DOUBLE;dec_dribbles_attempted
intermediate;int_whoscored_team_match_agg;dribbles_lost;DOUBLE;DOUBLE;dec_dribbles_lost
intermediate;int_whoscored_team_match_agg;dispossessed;DOUBLE;DOUBLE;dec_dispossessed
intermediate;int_whoscored_team_match_agg;errors;DOUBLE;DOUBLE;dec_errors
intermediate;int_whoscored_team_match_agg;defensive_aerials;DOUBLE;DOUBLE;dec_defensive_aerials
intermediate;int_whoscored_team_match_agg;offensive_aerials;DOUBLE;DOUBLE;dec_offensive_aerials
intermediate;int_whoscored_team_match_agg;pass_success_pct;DOUBLE;DOUBLE;dec_pass_success_pct
intermediate;int_whoscored_team_match_agg;aerial_success_pct;DOUBLE;DOUBLE;dec_aerial_success_pct
intermediate;int_whoscored_team_match_agg;tackle_success_pct;DOUBLE;DOUBLE;dec_tackle_success_pct
intermediate;int_whoscored_team_match_agg;dribble_success_pct;DOUBLE;DOUBLE;dec_dribble_success_pct
intermediate;int_whoscored_team_match_agg;throw_in_accuracy_pct;DOUBLE;DOUBLE;dec_throw_in_accuracy_pct
intermediate;int_whoscored_team_match_minute;match_id;VARCHAR;VARCHAR;str_match_id
intermediate;int_whoscored_team_match_minute;team_id;BIGINT;VARCHAR;str_team_id
intermediate;int_whoscored_team_match_minute;minute;INTEGER;INTEGER;int_minute
intermediate;int_whoscored_team_match_minute;rating;DOUBLE;DOUBLE;dec_rating
intermediate;int_whoscored_team_match_minute;shots_total;DOUBLE;DOUBLE;dec_shots_total
intermediate;int_whoscored_team_match_minute;shots_on_target;DOUBLE;DOUBLE;dec_shots_on_target
intermediate;int_whoscored_team_match_minute;shots_off_target;DOUBLE;DOUBLE;dec_shots_off_target
intermediate;int_whoscored_team_match_minute;shots_blocked;DOUBLE;DOUBLE;dec_shots_blocked
intermediate;int_whoscored_team_match_minute;clearances;DOUBLE;DOUBLE;dec_clearances
intermediate;int_whoscored_team_match_minute;interceptions;DOUBLE;DOUBLE;dec_interceptions
intermediate;int_whoscored_team_match_minute;possession;DOUBLE;DOUBLE;dec_possession
intermediate;int_whoscored_team_match_minute;touches;DOUBLE;DOUBLE;dec_touches
intermediate;int_whoscored_team_match_minute;passes_total;DOUBLE;DOUBLE;dec_passes_total
intermediate;int_whoscored_team_match_minute;passes_accurate;DOUBLE;DOUBLE;dec_passes_accurate
intermediate;int_whoscored_team_match_minute;passes_key;DOUBLE;DOUBLE;dec_passes_key
intermediate;int_whoscored_team_match_minute;pass_success;DOUBLE;DOUBLE;dec_pass_success
intermediate;int_whoscored_team_match_minute;aerials_total;DOUBLE;DOUBLE;dec_aerials_total
intermediate;int_whoscored_team_match_minute;aerials_won;DOUBLE;DOUBLE;dec_aerials_won
intermediate;int_whoscored_team_match_minute;aerial_success;DOUBLE;DOUBLE;dec_aerial_success
intermediate;int_whoscored_team_match_minute;corners_total;DOUBLE;DOUBLE;dec_corners_total
intermediate;int_whoscored_team_match_minute;corners_accurate;DOUBLE;DOUBLE;dec_corners_accurate
intermediate;int_whoscored_team_match_minute;throw_ins_total;DOUBLE;DOUBLE;dec_throw_ins_total
intermediate;int_whoscored_team_match_minute;throw_ins_accurate;DOUBLE;DOUBLE;dec_throw_ins_accurate
intermediate;int_whoscored_team_match_minute;throw_in_accuracy;DOUBLE;DOUBLE;dec_throw_in_accuracy
intermediate;int_whoscored_team_match_minute;offsides_caught;DOUBLE;DOUBLE;dec_offsides_caught
intermediate;int_whoscored_team_match_minute;fouls_committed;DOUBLE;DOUBLE;dec_fouls_committed
intermediate;int_whoscored_team_match_minute;tackles_total;DOUBLE;DOUBLE;dec_tackles_total
intermediate;int_whoscored_team_match_minute;tackles_successful;DOUBLE;DOUBLE;dec_tackles_successful
intermediate;int_whoscored_team_match_minute;tackles_unsuccessful;DOUBLE;DOUBLE;dec_tackles_unsuccessful
intermediate;int_whoscored_team_match_minute;tackle_success;DOUBLE;DOUBLE;dec_tackle_success
intermediate;int_whoscored_team_match_minute;dribbled_past;DOUBLE;DOUBLE;dec_dribbled_past
intermediate;int_whoscored_team_match_minute;dribbles_won;DOUBLE;DOUBLE;dec_dribbles_won
intermediate;int_whoscored_team_match_minute;dribbles_attempted;DOUBLE;DOUBLE;dec_dribbles_attempted
intermediate;int_whoscored_team_match_minute;dribbles_lost;DOUBLE;DOUBLE;dec_dribbles_lost
intermediate;int_whoscored_team_match_minute;dribble_success;DOUBLE;DOUBLE;dec_dribble_success
intermediate;int_whoscored_team_match_minute;dispossessed;DOUBLE;DOUBLE;dec_dispossessed
intermediate;int_whoscored_team_match_minute;errors;DOUBLE;DOUBLE;dec_errors
intermediate;int_whoscored_team_match_minute;defensive_aerials;DOUBLE;DOUBLE;dec_defensive_aerials
intermediate;int_whoscored_team_match_minute;offensive_aerials;DOUBLE;DOUBLE;dec_offensive_aerials
intermediate;int_whoscored_team_season;str_team_id;VARCHAR;VARCHAR;str_team_id
intermediate;int_whoscored_team_season;str_season;VARCHAR;VARCHAR;str_season
intermediate;int_whoscored_team_season;str_league_source;VARCHAR;VARCHAR;str_league_source
intermediate;int_whoscored_team_season;dec_ws_away_shots_conceded_pg;DOUBLE;DOUBLE;dec_ws_away_shots_conceded_pg
intermediate;int_whoscored_team_season;dec_ws_away_tackles_pg;DOUBLE;DOUBLE;dec_ws_away_tackles_pg
intermediate;int_whoscored_team_season;dec_ws_away_interceptions_pg;DOUBLE;DOUBLE;dec_ws_away_interceptions_pg
intermediate;int_whoscored_team_season;dec_ws_away_fouls_pg;DOUBLE;DOUBLE;dec_ws_away_fouls_pg
intermediate;int_whoscored_team_season;dec_ws_away_offsides_pg;DOUBLE;DOUBLE;dec_ws_away_offsides_pg
intermediate;int_whoscored_team_season;dec_ws_away_def_rating;DOUBLE;DOUBLE;dec_ws_away_def_rating
intermediate;int_whoscored_team_season;dec_ws_home_shots_conceded_pg;DOUBLE;DOUBLE;dec_ws_home_shots_conceded_pg
intermediate;int_whoscored_team_season;dec_ws_home_tackles_pg;DOUBLE;DOUBLE;dec_ws_home_tackles_pg
intermediate;int_whoscored_team_season;dec_ws_home_interceptions_pg;DOUBLE;DOUBLE;dec_ws_home_interceptions_pg
intermediate;int_whoscored_team_season;dec_ws_home_fouls_pg;DOUBLE;DOUBLE;dec_ws_home_fouls_pg
intermediate;int_whoscored_team_season;dec_ws_home_offsides_pg;DOUBLE;DOUBLE;dec_ws_home_offsides_pg
intermediate;int_whoscored_team_season;dec_ws_home_def_rating;DOUBLE;DOUBLE;dec_ws_home_def_rating
intermediate;int_whoscored_team_season;dec_ws_away_shots_pg;DOUBLE;DOUBLE;dec_ws_away_shots_pg
intermediate;int_whoscored_team_season;dec_ws_away_shots_ot_pg;DOUBLE;DOUBLE;dec_ws_away_shots_ot_pg
intermediate;int_whoscored_team_season;dec_ws_away_dribbles_pg;DOUBLE;DOUBLE;dec_ws_away_dribbles_pg
intermediate;int_whoscored_team_season;dec_ws_away_fouled_pg;DOUBLE;DOUBLE;dec_ws_away_fouled_pg
intermediate;int_whoscored_team_season;dec_ws_away_att_rating;DOUBLE;DOUBLE;dec_ws_away_att_rating
intermediate;int_whoscored_team_season;dec_ws_home_shots_pg;DOUBLE;DOUBLE;dec_ws_home_shots_pg
intermediate;int_whoscored_team_season;dec_ws_home_shots_ot_pg;DOUBLE;DOUBLE;dec_ws_home_shots_ot_pg
intermediate;int_whoscored_team_season;dec_ws_home_dribbles_pg;DOUBLE;DOUBLE;dec_ws_home_dribbles_pg
intermediate;int_whoscored_team_season;dec_ws_home_fouled_pg;DOUBLE;DOUBLE;dec_ws_home_fouled_pg
intermediate;int_whoscored_team_season;dec_ws_home_att_rating;DOUBLE;DOUBLE;dec_ws_home_att_rating
intermediate;int_whoscored_team_season;dec_ws_away_xg_against;DOUBLE;DOUBLE;dec_ws_away_xg_against
intermediate;int_whoscored_team_season;dec_ws_away_goals_against;DOUBLE;INTEGER;int_ws_away_goals_against
intermediate;int_whoscored_team_season;dec_ws_away_xg_diff_against;DOUBLE;DOUBLE;dec_ws_away_xg_diff_against
intermediate;int_whoscored_team_season;dec_ws_away_shots_against;DOUBLE;INTEGER;int_ws_away_shots_against
intermediate;int_whoscored_team_season;dec_ws_away_xg_per_shot_against;DOUBLE;DOUBLE;dec_ws_away_xg_per_shot_against
intermediate;int_whoscored_team_season;dec_ws_away_xg_against_rating;DOUBLE;DOUBLE;dec_ws_away_xg_against_rating
intermediate;int_whoscored_team_season;dec_ws_away_xg_for;DOUBLE;DOUBLE;dec_ws_away_xg_for
intermediate;int_whoscored_team_season;dec_ws_away_goals_for;DOUBLE;INTEGER;int_ws_away_goals_for
intermediate;int_whoscored_team_season;dec_ws_away_xg_diff_for;DOUBLE;DOUBLE;dec_ws_away_xg_diff_for
intermediate;int_whoscored_team_season;dec_ws_away_shots_for;DOUBLE;INTEGER;int_ws_away_shots_for
intermediate;int_whoscored_team_season;dec_ws_away_xg_per_shot_for;DOUBLE;DOUBLE;dec_ws_away_xg_per_shot_for
intermediate;int_whoscored_team_season;dec_ws_away_xg_for_rating;DOUBLE;DOUBLE;dec_ws_away_xg_for_rating
intermediate;int_whoscored_team_season;dec_ws_home_xg_against;DOUBLE;DOUBLE;dec_ws_home_xg_against
intermediate;int_whoscored_team_season;dec_ws_home_goals_against;DOUBLE;INTEGER;int_ws_home_goals_against
